FishID,CaptureDate,Location,Lengthmm,AHR,CYP1A,Gata3,HSP27,HSP70,HSP90,IFNa,Leptin,MT.A,MX1,SOD,tbx21,HSP70Protein,Treatment
CHINRA019,7/6/2016,Rapids Fish Wheel,560,8.34,9.83,8.77,1.81,1.36,3.80,7.86,34.00,-1.84,11.91,2.95,11.43,0.03,NA
CHINRA020,7/6/2016,Rapids Fish Wheel,510,7.99,10.01,8.49,6.64,0.99,2.61,10.00,17.81,-0.20,10.41,3.49,11.53,0.04,NA
CHINRA021,7/6/2016,Rapids Fish Wheel,545,8.26,9.25,8.55,2.14,0.35,1.39,9.27,13.76,-0.16,10.65,3.16,12.70,0.09,NA
CHINRA022,7/6/2016,Rapids Fish Wheel,600,8.32,9.75,9.81,5.19,0.74,3.66,10.03,34.00,-0.47,11.15,3.59,11.00,0.01,NA
CHINRA023,7/6/2016,Rapids Fish Wheel,585,8.19,9.99,9.30,5.14,0.74,2.50,10.07,34.00,-0.42,10.43,3.64,10.85,0.01,NA
CHINRA024,7/6/2016,Rapids Fish Wheel,645,8.32,9.03,8.08,6.30,0.48,2.90,9.36,14.75,-0.43,9.05,3.43,11.54,0.02,NA
CHINRA025,7/6/2016,Rapids Fish Wheel,530,7.80,9.74,10.66,2.40,0.58,1.03,10.37,15.04,0.34,10.99,2.94,12.68,0.17,NA
CHINRA026,7/7/2016,Rapids Fish Wheel,725,7.41,8.58,7.87,1.43,0.85,3.13,8.71,16.63,-0.69,9.79,2.77,11.26,0.03,NA
CHINRA027,7/7/2016,Rapids Fish Wheel,560,7.68,8.59,8.89,6.58,-0.01,2.01,11.19,34.00,-0.06,9.80,3.01,11.90,0.03,NA
CHINRA028,7/7/2016,Rapids Fish Wheel,800,8.53,8.84,9.11,3.22,0.41,3.37,10.72,16.15,0.44,10.88,3.80,10.85,0.01,NA
CHINRA029,7/7/2016,Rapids Fish Wheel,560,7.54,8.02,8.65,7.07,0.11,2.73,11.09,16.25,0.42,9.89,3.28,11.26,0.03,NA
CHINRA030,7/7/2016,Rapids Fish Wheel,900,8.09,9.65,9.51,7.22,0.17,2.81,11.63,18.07,2.16,10.34,3.58,12.14,0.09,NA
CHINRA031,7/7/2016,Rapids Fish Wheel,640,7.39,7.40,8.39,2.44,-0.65,2.03,10.76,16.75,0.93,10.49,2.80,10.27,0.04,NA
CHINRA032,7/7/2016,Rapids Fish Wheel,660,7.10,7.95,8.62,4.63,-0.96,1.30,10.96,16.12,0.52,9.81,2.77,11.80,0.64,NA
CHINRA033,7/7/2016,Rapids Fish Wheel,740,7.79,8.65,8.96,5.32,-0.06,2.51,11.67,16.52,1.05,9.46,3.11,11.88,0.02,NA
CHINRA034,7/7/2016,Rapids Fish Wheel,595,8.17,9.24,8.12,5.53,0.29,2.40,10.88,15.73,0.50,10.11,3.65,12.07,0.02,NA
CHINRA035,7/7/2016,Rapids Fish Wheel,720,7.31,8.79,8.33,1.24,-0.46,1.44,10.19,14.11,0.94,9.51,2.64,12.55,0.25,NA
CHINRA036,7/7/2016,Rapids Fish Wheel,655,6.92,7.02,7.75,5.57,-0.70,3.02,11.58,34.00,1.71,9.41,2.81,9.44,0.05,NA
CHINRA037,7/7/2016,Rapids Fish Wheel,505,6.97,8.83,9.30,6.10,-0.79,1.64,11.61,15.91,1.07,12.29,2.72,11.58,0.00,NA
CHINRA038,7/7/2016,Rapids Fish Wheel,555,7.68,9.24,9.23,6.20,0.26,0.57,9.78,16.54,-0.39,11.68,3.17,11.91,0.02,NA
CHINRA039,7/7/2016,Rapids Fish Wheel,610,7.54,8.71,8.44,3.75,-0.38,1.92,10.96,16.98,0.80,11.21,3.14,11.07,0.02,NA
CHINRA040,7/7/2016,Rapids Fish Wheel,695,7.56,8.61,9.02,7.28,-0.51,2.67,10.69,15.60,0.63,9.80,3.31,12.34,0.05,NA
CHINRA041,7/5/2017,Rapids Fish Wheel,590,6.87,10.15,8.99,5.58,0.82,-0.27,10.56,34.00,1.14,11.82,4.14,10.39,0.16,NA
CHINRA042,7/6/2017,Rapids Fish Wheel,795,6.92,10.08,9.04,5.93,0.49,0.15,9.79,34.00,0.57,34.00,4.46,10.76,0.10,NA
CHINRA043,7/6/2017,Rapids Fish Wheel,565,7.44,11.50,9.75,4.52,1.07,0.23,8.66,34.00,-0.73,12.57,4.27,10.55,0.10,NA
CHINRA044,7/6/2017,Rapids Fish Wheel,585,6.71,9.19,9.86,4.60,0.41,-0.72,9.92,34.00,-0.29,11.10,2.84,9.92,0.06,NA
CHINRA045,7/6/2017,Rapids Fish Wheel,780,6.93,10.82,10.09,4.54,11.48,0.50,0.55,34.00,1.01,12.84,3.24,8.83,0.36,NA
CHINRA046,7/6/2017,Rapids Fish Wheel,565,6.79,9.99,9.52,5.81,0.45,-0.49,10.50,34.00,0.00,12.85,3.82,10.00,0.08,NA
CHINRA047,7/6/2017,Rapids Fish Wheel,540,7.38,10.02,9.49,4.88,0.76,-0.34,8.73,34.00,-0.65,13.67,4.17,9.62,0.08,NA
CHINRA048,7/6/2017,Rapids Fish Wheel,705,6.46,9.99,9.00,5.78,0.85,-0.71,9.29,34.00,-0.49,34.00,4.72,34.00,0.02,NA
CHINRA049,7/6/2017,Rapids Fish Wheel,610,6.06,8.90,9.33,4.92,0.12,-0.03,8.65,34.00,-0.09,11.36,3.71,9.67,0.16,NA
CHINRA050,7/7/2017,Rapids Fish Wheel,630,6.70,10.38,9.98,5.32,0.83,0.55,9.72,34.00,0.19,11.41,3.99,9.31,0.06,NA
CHINRA051,7/7/2017,Rapids Fish Wheel,595,6.54,11.47,10.07,4.88,0.73,0.69,9.70,34.00,-0.78,11.86,4.20,9.95,0.80,NA
CHINRA052,7/7/2017,Rapids Fish Wheel,520,6.73,10.24,34.00,6.22,0.41,-0.74,9.94,34.00,0.33,12.57,3.92,11.12,0.09,NA
CHINRA053,7/7/2017,Rapids Fish Wheel,830,7.71,10.95,9.02,5.32,0.80,1.14,10.41,34.00,1.07,13.21,4.31,10.30,0.15,NA
CHINRA054,7/7/2017,Rapids Fish Wheel,750,6.53,10.31,8.76,4.68,0.61,0.75,9.84,34.00,0.26,11.31,3.94,9.66,0.55,NA
CHINRA055,7/7/2017,Rapids Fish Wheel,870,7.23,10.53,10.38,5.09,0.32,0.71,11.09,34.00,1.39,12.15,4.09,34.00,0.60,NA
CHINRA056,7/7/2017,Rapids Fish Wheel,840,7.38,11.32,9.40,5.74,0.82,-0.36,10.76,34.00,1.49,12.43,4.39,9.18,0.10,NA
CHINRA057,7/7/2017,Rapids Fish Wheel,695,5.24,9.03,7.70,4.45,-0.60,-1.01,10.24,14.55,1.29,9.57,2.79,7.70,0.09,NA
CHINRA058,7/7/2017,Rapids Fish Wheel,725,6.86,9.11,9.04,6.18,0.81,1.62,10.07,34.00,0.83,12.13,4.54,9.58,0.07,NA
CHINRA059,7/7/2017,Rapids Fish Wheel,745,7.44,9.97,9.32,4.36,1.38,0.48,10.22,34.00,1.02,12.50,4.57,9.44,0.23,NA
CHINRA060,7/7/2017,Rapids Fish Wheel,530,6.03,9.81,9.29,5.99,-0.55,-0.71,11.31,34.00,0.83,13.31,3.44,8.88,0.06,NA
CHINRA061,7/7/2017,Rapids Fish Wheel,655,6.03,9.51,7.18,2.06,0.28,-0.32,9.07,34.00,0.66,10.76,3.92,7.78,0.06,NA
CHINRA062,7/7/2017,Rapids Fish Wheel,765,6.98,9.25,8.47,4.49,0.23,-0.45,9.84,34.00,1.45,11.55,3.54,10.00,0.43,NA
CHINRA063,7/7/2017,Rapids Fish Wheel,630,6.77,9.37,10.31,5.18,0.14,0.55,10.00,15.95,0.75,34.00,3.88,10.80,0.11,NA
CHINRA064,7/7/2017,Rapids Fish Wheel,685,6.45,9.39,8.68,3.88,0.96,0.77,9.25,34.00,-0.10,11.44,3.97,7.58,0.18,NA
CHINRA065,7/7/2017,Rapids Fish Wheel,860,7.19,10.19,9.09,4.49,1.02,0.13,10.02,14.54,0.65,12.16,4.08,10.45,0.47,NA
CHINRA066,7/7/2017,Rapids Fish Wheel,505,6.17,8.74,8.57,4.16,0.64,0.19,8.24,34.00,-1.57,34.00,4.13,9.28,0.07,NA
CHINRA067,7/7/2017,Rapids Fish Wheel,800,6.21,9.09,8.48,3.64,0.06,-1.24,9.40,34.00,-0.61,11.53,3.55,8.13,0.05,NA
CHINRA068,7/7/2017,Rapids Fish Wheel,805,6.70,9.67,9.15,4.80,0.32,-0.76,10.38,34.00,-0.34,34.00,3.94,34.00,0.15,NA
CHINRA069,7/7/2017,Rapids Fish Wheel,620,6.96,10.58,9.35,5.52,0.22,-0.17,10.43,34.00,0.39,11.22,3.83,10.00,0.11,NA
CHINRA070,7/7/2017,Rapids Fish Wheel,635,6.41,9.25,8.16,4.79,-0.27,-1.07,7.88,34.00,0.10,10.24,4.05,9.00,0.15,NA
CHINSR001,7/13/2016,Salcha River,560,6.70,5.74,7.90,3.16,0.91,-0.79,9.08,14.64,-2.77,9.14,2.23,9.56,0.03,NA
CHINSR002,7/13/2016,Salcha River,580,6.98,5.64,9.40,3.11,1.43,-0.30,7.58,11.66,-2.94,8.90,2.61,8.61,0.06,NA
CHINSR003,7/13/2016,Salcha River,790,6.94,4.57,9.34,4.09,0.78,-0.42,8.90,13.38,-1.73,8.97,2.49,10.01,0.07,NA
CHINSR004,7/13/2016,Salcha River,640,6.72,5.97,6.98,-1.64,2.05,3.16,7.19,13.65,-2.49,9.40,2.34,9.29,0.03,NA
CHINSR005,7/13/2016,Salcha River,679,8.89,7.04,11.04,5.72,1.52,1.37,9.45,15.04,-0.89,10.63,2.97,12.41,0.02,NA
CHINSR006,7/13/2016,Salcha River,818,8.33,6.23,11.38,6.25,0.43,0.73,10.72,34.00,0.17,10.37,3.19,12.55,0.07,NA
CHINSR007,7/13/2016,Salcha River,780,7.75,6.63,8.98,0.71,1.42,1.57,9.62,13.11,-1.40,9.37,2.85,10.72,0.01,NA
CHINSR008,7/13/2016,Salcha River,640,8.27,6.10,10.01,6.61,0.64,0.54,9.45,34.00,-0.78,10.48,3.19,12.75,0.04,NA
CHINSR009,7/13/2016,Salcha River,597,7.58,5.03,8.19,1.73,1.92,1.81,9.19,13.50,-1.32,10.88,3.22,34.00,0.05,NA
CHINSR010,7/13/2016,Salcha River,735,7.91,7.03,9.43,3.82,1.31,0.78,10.16,12.63,-1.56,10.91,3.91,13.12,0.04,NA
